timestamp,washing_machine_count,washing_machine_voltage,washing_machine_current,washing_machine_energy_wh,refrigerator_count,refrigerator_voltage,refrigerator_current,refrigerator_energy_wh,water_heater_count,water_heater_voltage,water_heater_current,water_heater_energy_wh,ac_count,ac_voltage,ac_current,ac_energy_wh,tubelight_count,tubelight_voltage,tubelight_current,tubelight_energy_wh,fan_count,fan_voltage,fan_current,fan_energy_wh,led_light_count,led_light_voltage,led_light_current,led_light_energy_wh,tv_count,tv_voltage,tv_current,tv_energy_wh,laptop_count,laptop_voltage,laptop_current,laptop_energy_wh,aggregate_energy_wh
1752173721.9264796,1,217.98,2.29,0.1389,1,226.74,0.66,0.0417,1,218.8,9.14,0.5556,2,229.63,6.53,0.8333,4,210.99,0.09,0.0222,3,210.23,0.24,0.0417,5,227.16,0.04,0.0139,1,223.83,0.45,0.0278,2,214.45,0.28,0.0333,4546.281
1752173722.935914,1,213.52,2.34,0.1389,1,210.58,0.71,0.0417,1,229.94,8.7,0.5556,2,225.71,6.65,0.8333,4,223.31,0.09,0.0222,3,210.9,0.24,0.0417,5,228.5,0.04,0.0139,1,228.55,0.44,0.0278,2,227.82,0.26,0.0333,4549.0616
1752173723.9484513,1,222.19,2.25,0.1389,1,226.37,0.66,0.0417,1,215.7,9.27,0.5556,2,212.82,7.05,0.8333,4,218.33,0.09,0.0222,3,228.93,0.22,0.0417,5,218.74,0.05,0.0139,1,220.24,0.45,0.0278,2,223.31,0.27,0.0333,4551.8422
1752173724.9610536,1,211.53,2.36,0.1389,1,220.12,0.68,0.0417,1,211.2,9.47,0.5556,2,227.5,6.59,0.8333,4,228.21,0.09,0.0222,3,225.89,0.22,0.0417,5,226.8,0.04,0.0139,1,226.15,0.44,0.0278,2,225.35,0.27,0.0333,4554.6228
1752173725.972171,1,229.25,2.18,0.1389,1,227.52,0.66,0.0417,1,217.95,9.18,0.5556,2,216.24,6.94,0.8333,4,223.33,0.09,0.0222,3,216.25,0.23,0.0417,5,217.54,0.05,0.0139,1,216.21,0.46,0.0278,2,217.2,0.28,0.0333,4557.4034
1752173726.9861803,1,210.82,2.37,0.1389,1,226.81,0.66,0.0417,1,214.37,9.33,0.5556,2,217.12,6.91,0.8333,4,217.81,0.09,0.0222,3,217.42,0.23,0.0417,5,223.29,0.04,0.0139,1,213.5,0.47,0.0278,2,219.92,0.27,0.0333,4560.184
1752173727.9979117,1,211.93,2.36,0.1389,1,212.95,0.7,0.0417,1,229.8,8.7,0.5556,2,227.57,6.59,0.8333,4,220.99,0.09,0.0222,3,228.68,0.22,0.0417,5,212.62,0.05,0.0139,1,218.5,0.46,0.0278,2,217.12,0.28,0.0333,4562.9646
1752173729.004554,1,224.04,2.23,0.1389,1,211.85,0.71,0.0417,1,222.71,8.98,0.5556,2,215.43,6.96,0.8333,4,228.06,0.09,0.0222,3,223.07,0.22,0.0417,5,215.16,0.05,0.0139,1,219.01,0.46,0.0278,2,220.13,0.27,0.0333,4565.7452
1752173730.0175092,1,223.88,2.23,0.1389,1,210.94,0.71,0.0417,1,221.71,9.02,0.5556,2,226.42,6.62,0.8333,4,224.26,0.09,0.0222,3,210.83,0.24,0.0417,5,227.35,0.04,0.0139,1,213.76,0.47,0.0278,2,225.42,0.27,0.0333,4568.5258
1752173731.031551,1,211.47,2.36,0.1389,1,228.83,0.66,0.0417,1,216.25,9.25,0.5556,2,217.35,6.9,0.8333,4,226.81,0.09,0.0222,3,223.7,0.22,0.0417,5,220.65,0.05,0.0139,1,215.45,0.46,0.0278,2,225.39,0.27,0.0333,4571.3064
1752173732.0433857,1,223.87,2.23,0.1389,1,225.55,0.67,0.0417,1,217.53,9.19,0.5556,2,220.15,6.81,0.8333,4,211.73,0.09,0.0222,3,211.06,0.24,0.0417,5,221.82,0.05,0.0139,1,213.67,0.47,0.0278,2,217.67,0.28,0.0333,4574.087
1752173733.0558162,1,215.88,2.32,0.1389,1,221.65,0.68,0.0417,1,220.22,9.08,0.5556,2,227.65,6.59,0.8333,4,228.85,0.09,0.0222,3,226.17,0.22,0.0417,5,213.17,0.05,0.0139,1,225.68,0.44,0.0278,2,218.04,0.28,0.0333,4576.8676
1752173734.0660717,1,214.96,2.33,0.1389,1,224.73,0.67,0.0417,1,212.25,9.42,0.5556,2,220.66,6.8,0.8333,4,229.87,0.09,0.0222,3,224.55,0.22,0.0417,5,210.95,0.05,0.0139,1,222.42,0.45,0.0278,2,225.2,0.27,0.0333,4579.6482
1752173735.0741732,1,219.61,2.28,0.1389,1,227.06,0.66,0.0417,1,222.11,9.0,0.5556,2,214.83,6.98,0.8333,4,220.49,0.09,0.0222,3,211.13,0.24,0.0417,5,227.24,0.04,0.0139,1,215.8,0.46,0.0278,2,227.85,0.26,0.0333,4582.4288
1752173736.0892305,1,216.56,2.31,0.1389,1,218.49,0.69,0.0417,1,218.81,9.14,0.5556,2,218.4,6.87,0.8333,4,227.46,0.09,0.0222,3,213.32,0.23,0.0417,5,225.29,0.04,0.0139,1,229.42,0.44,0.0278,2,227.86,0.26,0.0333,4585.2094
1752173737.1012275,1,227.25,2.2,0.1389,1,222.58,0.67,0.0417,1,221.17,9.04,0.5556,2,216.61,6.92,0.8333,4,217.82,0.09,0.0222,3,213.13,0.23,0.0417,5,224.76,0.04,0.0139,1,222.46,0.45,0.0278,2,214.95,0.28,0.0333,4587.99
1752173738.1151447,1,212.3,2.36,0.1389,1,225.69,0.66,0.0417,1,221.58,9.03,0.5556,2,220.63,6.8,0.8333,4,227.02,0.09,0.0222,3,212.52,0.24,0.0417,5,223.84,0.04,0.0139,1,225.11,0.44,0.0278,2,220.46,0.27,0.0333,4590.7706
1752173739.1269112,1,210.45,2.38,0.1389,1,211.66,0.71,0.0417,1,218.51,9.15,0.5556,2,224.92,6.67,0.8333,4,218.04,0.09,0.0222,3,225.5,0.22,0.0417,5,211.55,0.05,0.0139,1,222.02,0.45,0.0278,2,225.81,0.27,0.0333,4593.5512
1752173740.1304562,1,220.0,2.27,0.1389,1,223.2,0.67,0.0417,1,225.16,8.88,0.5556,2,214.26,7.0,0.8333,4,215.07,0.09,0.0222,3,224.42,0.22,0.0417,5,217.87,0.05,0.0139,1,210.67,0.47,0.0278,2,229.91,0.26,0.0333,4596.3318
1752173741.142417,1,215.7,2.32,0.1389,1,229.43,0.65,0.0417,1,211.33,9.46,0.5556,2,219.23,6.84,0.8333,4,215.04,0.09,0.0222,3,213.3,0.23,0.0417,5,222.8,0.04,0.0139,1,221.71,0.45,0.0278,2,220.42,0.27,0.0333,4599.1124
1752173742.1532965,1,215.52,2.32,0.1389,1,225.16,0.67,0.0417,1,210.87,9.48,0.5556,2,220.79,6.79,0.8333,4,229.24,0.09,0.0222,3,214.34,0.23,0.0417,5,226.07,0.04,0.0139,1,225.85,0.44,0.0278,2,211.85,0.28,0.0333,4601.893
1752173743.165331,1,224.31,2.23,0.1389,1,219.63,0.68,0.0417,1,217.25,9.21,0.5556,2,215.8,6.95,0.8333,4,213.89,0.09,0.0222,3,223.83,0.22,0.0417,5,216.48,0.05,0.0139,1,220.97,0.45,0.0278,2,214.7,0.28,0.0333,4604.6736
1752173744.1773703,1,224.46,2.23,0.1389,1,228.9,0.66,0.0417,1,218.05,9.17,0.5556,2,227.19,6.6,0.8333,4,221.59,0.09,0.0222,3,227.52,0.22,0.0417,5,217.33,0.05,0.0139,1,227.04,0.44,0.0278,2,213.16,0.28,0.0333,4607.4542
1752173745.1889193,1,212.64,2.35,0.1389,1,216.74,0.69,0.0417,1,212.65,9.41,0.5556,2,220.71,6.8,0.8333,4,226.95,0.09,0.0222,3,215.01,0.23,0.0417,5,215.95,0.05,0.0139,1,216.76,0.46,0.0278,2,229.64,0.26,0.0333,4610.2348
1752173746.197895,1,215.58,2.32,0.1389,1,215.03,0.7,0.0417,1,223.69,8.94,0.5556,2,220.96,6.79,0.8333,4,214.79,0.09,0.0222,3,228.23,0.22,0.0417,5,211.18,0.05,0.0139,1,226.67,0.44,0.0278,2,216.84,0.28,0.0333,4613.0154
1752173747.2110207,1,215.29,2.32,0.1389,1,227.37,0.66,0.0417,1,219.68,9.1,0.5556,2,225.55,6.65,0.8333,4,211.72,0.09,0.0222,3,217.4,0.23,0.0417,5,228.75,0.04,0.0139,1,221.05,0.45,0.0278,2,220.47,0.27,0.0333,4615.796
1752173748.2230237,1,228.07,2.19,0.1389,1,229.81,0.65,0.0417,1,214.49,9.32,0.5556,2,217.72,6.89,0.8333,4,216.04,0.09,0.0222,3,216.46,0.23,0.0417,5,222.64,0.04,0.0139,1,229.31,0.44,0.0278,2,210.15,0.29,0.0333,4618.5766
1752173749.2318726,1,228.83,2.19,0.1389,1,225.97,0.66,0.0417,1,223.32,8.96,0.5556,2,218.82,6.85,0.8333,4,220.3,0.09,0.0222,3,222.52,0.22,0.0417,5,227.86,0.04,0.0139,1,223.93,0.45,0.0278,2,225.51,0.27,0.0333,4621.3572
1752173750.2409272,1,220.41,2.27,0.1389,1,212.42,0.71,0.0417,1,215.84,9.27,0.5556,2,210.04,7.14,0.8333,4,214.95,0.09,0.0222,3,217.73,0.23,0.0417,5,228.96,0.04,0.0139,1,210.67,0.47,0.0278,2,219.35,0.27,0.0333,4624.1378
1752173751.2490351,1,221.68,2.26,0.1389,1,216.71,0.69,0.0417,1,217.58,9.19,0.5556,2,225.45,6.65,0.8333,4,216.21,0.09,0.0222,3,214.17,0.23,0.0417,5,227.43,0.04,0.0139,1,213.8,0.47,0.0278,2,223.8,0.27,0.0333,4626.9184
1752173752.2629797,1,227.69,2.2,0.1389,1,215.02,0.7,0.0417,1,226.68,8.82,0.5556,2,220.05,6.82,0.8333,4,218.53,0.09,0.0222,3,218.96,0.23,0.0417,5,228.0,0.04,0.0139,1,212.32,0.47,0.0278,2,224.52,0.27,0.0333,4629.699
1752173753.269782,1,210.31,2.38,0.1389,1,222.28,0.67,0.0417,1,226.45,8.83,0.5556,2,228.35,6.57,0.8333,4,224.53,0.09,0.0222,3,223.43,0.22,0.0417,5,229.5,0.04,0.0139,1,229.33,0.44,0.0278,2,221.39,0.27,0.0333,4632.4796
1752173754.2807717,1,214.64,2.33,0.1389,1,215.21,0.7,0.0417,1,218.04,9.17,0.5556,2,215.42,6.96,0.8333,4,214.2,0.09,0.0222,3,222.96,0.22,0.0417,5,222.47,0.04,0.0139,1,228.06,0.44,0.0278,2,213.22,0.28,0.0333,4635.2602
1752173755.291486,1,214.53,2.33,0.1389,1,221.19,0.68,0.0417,1,222.36,8.99,0.5556,2,224.04,6.7,0.8333,4,212.53,0.09,0.0222,3,224.26,0.22,0.0417,5,224.81,0.04,0.0139,1,219.69,0.46,0.0278,2,227.41,0.26,0.0333,4638.0408
1752173756.3034937,1,223.33,2.24,0.1389,1,217.91,0.69,0.0417,1,216.41,9.24,0.5556,2,221.78,6.76,0.8333,4,218.48,0.09,0.0222,3,222.92,0.22,0.0417,5,216.81,0.05,0.0139,1,212.86,0.47,0.0278,2,228.29,0.26,0.0333,4640.8214
1752173757.3135216,1,225.21,2.22,0.1389,1,227.58,0.66,0.0417,1,222.82,8.98,0.5556,2,223.23,6.72,0.8333,4,217.76,0.09,0.0222,3,218.16,0.23,0.0417,5,229.86,0.04,0.0139,1,211.63,0.47,0.0278,2,210.22,0.29,0.0333,4643.602
1752173758.3235617,1,225.23,2.22,0.1389,1,229.42,0.65,0.0417,1,227.13,8.81,0.5556,2,227.75,6.59,0.8333,4,227.45,0.09,0.0222,3,221.37,0.23,0.0417,5,219.84,0.05,0.0139,1,216.69,0.46,0.0278,2,218.92,0.27,0.0333,4646.3826
1752173759.3379445,1,210.56,2.37,0.1389,1,226.9,0.66,0.0417,1,221.1,9.05,0.5556,2,214.15,7.0,0.8333,4,216.48,0.09,0.0222,3,225.49,0.22,0.0417,5,218.11,0.05,0.0139,1,213.27,0.47,0.0278,2,215.81,0.28,0.0333,4649.1632
1752173760.3446372,1,225.63,2.22,0.1389,1,215.91,0.69,0.0417,1,218.05,9.17,0.5556,2,212.67,7.05,0.8333,4,217.64,0.09,0.0222,3,221.32,0.23,0.0417,5,226.33,0.04,0.0139,1,212.99,0.47,0.0278,2,211.84,0.28,0.0333,4651.9438
1752173761.3480723,1,213.92,2.34,0.1389,1,210.2,0.71,0.0417,1,224.51,8.91,0.5556,2,213.69,7.02,0.8333,4,227.96,0.09,0.0222,3,210.71,0.24,0.0417,5,215.27,0.05,0.0139,1,228.05,0.44,0.0278,2,221.69,0.27,0.0333,4654.7244
1752173762.3619502,1,211.77,2.36,0.1389,1,221.58,0.68,0.0417,1,219.7,9.1,0.5556,2,214.05,7.01,0.8333,4,218.7,0.09,0.0222,3,214.09,0.23,0.0417,5,220.55,0.05,0.0139,1,226.53,0.44,0.0278,2,223.92,0.27,0.0333,4657.505
1752173763.3738425,1,226.44,2.21,0.1389,1,218.57,0.69,0.0417,1,227.41,8.79,0.5556,2,224.22,6.69,0.8333,4,229.45,0.09,0.0222,3,226.78,0.22,0.0417,5,217.6,0.05,0.0139,1,222.2,0.45,0.0278,2,217.67,0.28,0.0333,4660.2856
1752173764.3873856,1,221.13,2.26,0.1389,1,213.33,0.7,0.0417,1,225.22,8.88,0.5556,2,216.67,6.92,0.8333,4,228.89,0.09,0.0222,3,221.44,0.23,0.0417,5,225.89,0.04,0.0139,1,214.38,0.47,0.0278,2,222.1,0.27,0.0333,4663.0662
1752173765.4020143,1,229.29,2.18,0.1389,1,222.15,0.68,0.0417,1,215.18,9.29,0.5556,2,225.1,6.66,0.8333,4,217.35,0.09,0.0222,3,210.89,0.24,0.0417,5,222.4,0.04,0.0139,1,228.03,0.44,0.0278,2,222.71,0.27,0.0333,4665.8468
1752173766.412403,1,214.23,2.33,0.1389,1,218.81,0.69,0.0417,1,225.26,8.88,0.5556,2,220.0,6.82,0.8333,4,221.72,0.09,0.0222,3,211.86,0.24,0.0417,5,222.21,0.05,0.0139,1,227.99,0.44,0.0278,2,226.54,0.26,0.0333,4668.6274
1752173767.4214087,1,226.46,2.21,0.1389,1,220.17,0.68,0.0417,1,227.96,8.77,0.5556,2,226.61,6.62,0.8333,4,228.79,0.09,0.0222,3,215.89,0.23,0.0417,5,223.26,0.04,0.0139,1,221.94,0.45,0.0278,2,217.05,0.28,0.0333,4671.408
1752173768.4338167,1,228.5,2.19,0.1389,1,224.38,0.67,0.0417,1,219.04,9.13,0.5556,2,224.7,6.68,0.8333,4,211.36,0.09,0.0222,3,212.72,0.24,0.0417,5,220.45,0.05,0.0139,1,225.54,0.44,0.0278,2,226.37,0.27,0.0333,4674.1886
1752173769.440704,1,225.95,2.21,0.1389,1,217.13,0.69,0.0417,1,217.26,9.21,0.5556,2,218.43,6.87,0.8333,4,220.73,0.09,0.0222,3,228.55,0.22,0.0417,5,226.98,0.04,0.0139,1,219.93,0.45,0.0278,2,227.35,0.26,0.0333,4676.9692
1752173770.451389,1,221.08,2.26,0.1389,1,219.22,0.68,0.0417,1,218.37,9.16,0.5556,2,218.05,6.88,0.8333,4,229.69,0.09,0.0222,3,229.96,0.22,0.0417,5,215.83,0.05,0.0139,1,223.38,0.45,0.0278,2,227.58,0.26,0.0333,4679.7498
1752173771.4663763,1,223.54,2.24,0.1389,1,218.36,0.69,0.0417,1,229.7,8.71,0.5556,2,212.51,7.06,0.8333,4,210.6,0.09,0.0222,3,213.77,0.23,0.0417,5,210.2,0.05,0.0139,1,216.16,0.46,0.0278,2,217.75,0.28,0.0333,4682.5304
1752173772.476204,1,220.01,2.27,0.1389,1,217.01,0.69,0.0417,1,213.27,9.38,0.5556,2,217.68,6.89,0.8333,4,227.56,0.09,0.0222,3,211.8,0.24,0.0417,5,225.26,0.04,0.0139,1,225.18,0.44,0.0278,2,226.94,0.26,0.0333,4685.311
1752173773.4895127,1,226.96,2.2,0.1389,1,228.54,0.66,0.0417,1,228.41,8.76,0.5556,2,221.29,6.78,0.8333,4,216.28,0.09,0.0222,3,216.01,0.23,0.0417,5,214.13,0.05,0.0139,1,225.22,0.44,0.0278,2,222.59,0.27,0.0333,4688.0916
1752173774.5012012,1,223.38,2.24,0.1389,1,213.01,0.7,0.0417,1,226.51,8.83,0.5556,2,222.85,6.73,0.8333,4,213.71,0.09,0.0222,3,213.57,0.23,0.0417,5,217.84,0.05,0.0139,1,211.36,0.47,0.0278,2,223.63,0.27,0.0333,4690.8722
1752173775.5117779,1,211.73,2.36,0.1389,1,219.04,0.68,0.0417,1,222.39,8.99,0.5556,2,212.3,7.07,0.8333,4,227.04,0.09,0.0222,3,214.87,0.23,0.0417,5,216.89,0.05,0.0139,1,226.06,0.44,0.0278,2,210.68,0.28,0.0333,4693.6528
1752173776.5226822,1,218.16,2.29,0.1389,1,228.77,0.66,0.0417,1,210.89,9.48,0.5556,2,211.86,7.08,0.8333,4,214.77,0.09,0.0222,3,228.49,0.22,0.0417,5,218.1,0.05,0.0139,1,213.55,0.47,0.0278,2,210.96,0.28,0.0333,4696.4334
1752173777.53563,1,217.08,2.3,0.1389,1,218.31,0.69,0.0417,1,224.6,8.9,0.5556,2,224.83,6.67,0.8333,4,227.61,0.09,0.0222,3,226.59,0.22,0.0417,5,221.02,0.05,0.0139,1,223.72,0.45,0.0278,2,212.63,0.28,0.0333,4699.214
1752173778.5426276,1,217.78,2.3,0.1389,1,215.12,0.7,0.0417,1,228.81,8.74,0.5556,2,222.27,6.75,0.8333,4,212.49,0.09,0.0222,3,214.45,0.23,0.0417,5,229.9,0.04,0.0139,1,223.38,0.45,0.0278,2,226.33,0.27,0.0333,4701.9946
1752173779.5534887,1,227.58,2.2,0.1389,1,210.6,0.71,0.0417,1,225.29,8.88,0.5556,2,211.06,7.11,0.8333,4,221.29,0.09,0.0222,3,217.49,0.23,0.0417,5,219.96,0.05,0.0139,1,219.05,0.46,0.0278,2,218.09,0.28,0.0333,4704.7752
1752173780.558984,1,212.41,2.35,0.1389,1,211.58,0.71,0.0417,1,220.02,9.09,0.5556,2,224.38,6.69,0.8333,4,221.34,0.09,0.0222,3,218.51,0.23,0.0417,5,213.06,0.05,0.0139,1,222.7,0.45,0.0278,2,216.66,0.28,0.0333,4707.5558
1752173781.5644343,1,219.52,2.28,0.1389,1,223.27,0.67,0.0417,1,212.46,9.41,0.5556,2,216.27,6.94,0.8333,4,227.21,0.09,0.0222,3,220.4,0.23,0.0417,5,210.28,0.05,0.0139,1,229.54,0.44,0.0278,2,212.56,0.28,0.0333,4710.3364
1752173782.5666544,1,218.24,2.29,0.1389,1,222.52,0.67,0.0417,1,215.97,9.26,0.5556,2,221.99,6.76,0.8333,4,213.4,0.09,0.0222,3,229.96,0.22,0.0417,5,228.18,0.04,0.0139,1,224.97,0.44,0.0278,2,216.66,0.28,0.0333,4713.117
1752173783.5783708,1,217.13,2.3,0.1389,1,217.25,0.69,0.0417,1,218.22,9.17,0.5556,2,213.34,7.03,0.8333,4,210.61,0.09,0.0222,3,229.18,0.22,0.0417,5,222.95,0.04,0.0139,1,217.24,0.46,0.0278,2,224.93,0.27,0.0333,4715.8976
1752173784.592285,1,225.58,2.22,0.1389,1,216.8,0.69,0.0417,1,213.25,9.38,0.5556,2,213.19,7.04,0.8333,4,216.38,0.09,0.0222,3,224.32,0.22,0.0417,5,219.08,0.05,0.0139,1,222.88,0.45,0.0278,2,210.65,0.28,0.0333,4718.6782
1752173785.6052654,1,227.98,2.19,0.1389,1,219.15,0.68,0.0417,1,225.13,8.88,0.5556,2,216.64,6.92,0.8333,4,226.33,0.09,0.0222,3,211.98,0.24,0.0417,5,223.21,0.04,0.0139,1,224.36,0.45,0.0278,2,222.21,0.27,0.0333,4721.4588
1752173786.6186821,1,212.51,2.35,0.1389,1,214.86,0.7,0.0417,1,226.67,8.82,0.5556,2,210.93,7.11,0.8333,4,213.19,0.09,0.0222,3,216.73,0.23,0.0417,5,229.44,0.04,0.0139,1,220.35,0.45,0.0278,2,227.62,0.26,0.0333,4724.2394
1752173787.6302395,1,221.66,2.26,0.1389,1,225.32,0.67,0.0417,1,217.86,9.18,0.5556,2,224.12,6.69,0.8333,4,212.33,0.09,0.0222,3,213.86,0.23,0.0417,5,221.39,0.05,0.0139,1,213.69,0.47,0.0278,2,214.88,0.28,0.0333,4727.02
1752173788.6423366,1,222.09,2.25,0.1389,1,212.93,0.7,0.0417,1,212.01,9.43,0.5556,2,228.0,6.58,0.8333,4,217.5,0.09,0.0222,3,225.38,0.22,0.0417,5,222.32,0.04,0.0139,1,221.48,0.45,0.0278,2,228.19,0.26,0.0333,4729.8006
1752173789.6508958,1,215.14,2.32,0.1389,1,210.47,0.71,0.0417,1,225.61,8.86,0.5556,2,211.88,7.08,0.8333,4,228.1,0.09,0.0222,3,221.24,0.23,0.0417,5,213.02,0.05,0.0139,1,211.94,0.47,0.0278,2,214.59,0.28,0.0333,4732.5812
1752173790.66191,1,226.76,2.2,0.1389,1,225.18,0.67,0.0417,1,227.05,8.81,0.5556,2,223.47,6.71,0.8333,4,218.35,0.09,0.0222,3,223.77,0.22,0.0417,5,226.36,0.04,0.0139,1,221.23,0.45,0.0278,2,226.77,0.26,0.0333,4735.3618
1752173791.6748605,1,225.77,2.21,0.1389,1,228.42,0.66,0.0417,1,213.71,9.36,0.5556,2,225.52,6.65,0.8333,4,216.37,0.09,0.0222,3,223.67,0.22,0.0417,5,219.53,0.05,0.0139,1,223.76,0.45,0.0278,2,226.08,0.27,0.0333,4738.1424
1752173792.687354,1,221.82,2.25,0.1389,1,215.03,0.7,0.0417,1,228.71,8.74,0.5556,2,211.08,7.11,0.8333,4,217.6,0.09,0.0222,3,223.13,0.22,0.0417,5,219.17,0.05,0.0139,1,224.84,0.44,0.0278,2,215.05,0.28,0.0333,4740.923
1752173793.6928082,1,211.83,2.36,0.1389,1,218.71,0.69,0.0417,1,220.88,9.05,0.5556,2,228.03,6.58,0.8333,4,220.68,0.09,0.0222,3,229.75,0.22,0.0417,5,216.88,0.05,0.0139,1,226.84,0.44,0.0278,2,215.59,0.28,0.0333,4743.7036
1752173794.7033393,1,212.48,2.35,0.1389,1,212.08,0.71,0.0417,1,217.76,9.18,0.5556,2,221.2,6.78,0.8333,4,221.79,0.09,0.0222,3,228.06,0.22,0.0417,5,227.55,0.04,0.0139,1,225.7,0.44,0.0278,2,227.5,0.26,0.0333,4746.4842
1752173795.7102737,1,210.44,2.38,0.1389,1,228.21,0.66,0.0417,1,212.32,9.42,0.5556,2,228.96,6.55,0.8333,4,228.34,0.09,0.0222,3,212.97,0.23,0.0417,5,212.59,0.05,0.0139,1,212.45,0.47,0.0278,2,214.98,0.28,0.0333,4749.2648
1752173796.718282,1,218.55,2.29,0.1389,1,222.7,0.67,0.0417,1,225.42,8.87,0.5556,2,221.15,6.78,0.8333,4,227.29,0.09,0.0222,3,229.87,0.22,0.0417,5,228.46,0.04,0.0139,1,224.97,0.44,0.0278,2,227.82,0.26,0.0333,4752.0454
1752173797.7316222,1,221.33,2.26,0.1389,1,225.78,0.66,0.0417,1,217.1,9.21,0.5556,2,221.3,6.78,0.8333,4,212.77,0.09,0.0222,3,210.15,0.24,0.0417,5,218.39,0.05,0.0139,1,225.14,0.44,0.0278,2,220.27,0.27,0.0333,4754.826
1752173798.74057,1,212.74,2.35,0.1389,1,220.16,0.68,0.0417,1,227.22,8.8,0.5556,2,229.23,6.54,0.8333,4,215.71,0.09,0.0222,3,215.64,0.23,0.0417,5,215.06,0.05,0.0139,1,218.01,0.46,0.0278,2,213.52,0.28,0.0333,4757.6066
1752173799.747385,1,214.65,2.33,0.1389,1,228.51,0.66,0.0417,1,222.6,8.98,0.5556,2,227.48,6.59,0.8333,4,218.81,0.09,0.0222,3,223.66,0.22,0.0417,5,221.74,0.05,0.0139,1,214.03,0.47,0.0278,2,213.25,0.28,0.0333,4760.3872
1752173800.7582884,1,227.01,2.2,0.1389,1,220.99,0.68,0.0417,1,214.28,9.33,0.5556,2,213.86,7.01,0.8333,4,228.09,0.09,0.0222,3,217.83,0.23,0.0417,5,214.17,0.05,0.0139,1,217.27,0.46,0.0278,2,227.61,0.26,0.0333,4763.1678
1752173801.7633069,1,223.6,2.24,0.1389,1,220.13,0.68,0.0417,1,212.9,9.39,0.5556,2,224.94,6.67,0.8333,4,215.91,0.09,0.0222,3,223.93,0.22,0.0417,5,212.16,0.05,0.0139,1,229.05,0.44,0.0278,2,225.21,0.27,0.0333,4765.9484
1752173802.7759476,1,224.99,2.22,0.1389,1,225.87,0.66,0.0417,1,219.27,9.12,0.5556,2,220.25,6.81,0.8333,4,210.83,0.09,0.0222,3,213.53,0.23,0.0417,5,226.24,0.04,0.0139,1,217.72,0.46,0.0278,2,228.54,0.26,0.0333,4768.729
1752173803.7854514,1,213.35,2.34,0.1389,1,224.02,0.67,0.0417,1,221.73,9.02,0.5556,2,217.15,6.91,0.8333,4,229.15,0.09,0.0222,3,212.29,0.24,0.0417,5,215.15,0.05,0.0139,1,223.89,0.45,0.0278,2,229.45,0.26,0.0333,4771.5096
1752173804.7933536,1,225.42,2.22,0.1389,1,221.38,0.68,0.0417,1,226.99,8.81,0.5556,2,226.57,6.62,0.8333,4,219.81,0.09,0.0222,3,211.6,0.24,0.0417,5,227.27,0.04,0.0139,1,222.33,0.45,0.0278,2,217.19,0.28,0.0333,4774.2902
1752173805.804375,1,211.13,2.37,0.1389,1,222.86,0.67,0.0417,1,217.28,9.2,0.5556,2,210.55,7.12,0.8333,4,223.63,0.09,0.0222,3,210.4,0.24,0.0417,5,229.22,0.04,0.0139,1,220.58,0.45,0.0278,2,223.39,0.27,0.0333,4777.0708
1752173806.8191535,1,228.51,2.19,0.1389,1,229.18,0.65,0.0417,1,228.03,8.77,0.5556,2,216.13,6.94,0.8333,4,225.55,0.09,0.0222,3,219.65,0.23,0.0417,5,229.72,0.04,0.0139,1,218.6,0.46,0.0278,2,224.78,0.27,0.0333,4779.8514
1752173807.8287764,1,217.6,2.3,0.1389,1,214.35,0.7,0.0417,1,227.11,8.81,0.5556,2,221.27,6.78,0.8333,4,220.63,0.09,0.0222,3,217.62,0.23,0.0417,5,212.48,0.05,0.0139,1,217.19,0.46,0.0278,2,213.01,0.28,0.0333,4782.632
1752173808.8305986,1,225.17,2.22,0.1389,1,228.39,0.66,0.0417,1,210.73,9.49,0.5556,2,228.95,6.55,0.8333,4,214.48,0.09,0.0222,3,211.58,0.24,0.0417,5,210.04,0.05,0.0139,1,213.65,0.47,0.0278,2,225.94,0.27,0.0333,4785.4126
1752173809.8445172,1,211.72,2.36,0.1389,1,211.12,0.71,0.0417,1,227.89,8.78,0.5556,2,222.17,6.75,0.8333,4,215.43,0.09,0.0222,3,229.95,0.22,0.0417,5,218.75,0.05,0.0139,1,217.78,0.46,0.0278,2,211.24,0.28,0.0333,4788.1932
1752173810.8556118,1,228.73,2.19,0.1389,1,226.71,0.66,0.0417,1,222.38,8.99,0.5556,2,210.8,7.12,0.8333,4,223.89,0.09,0.0222,3,227.15,0.22,0.0417,5,226.5,0.04,0.0139,1,218.09,0.46,0.0278,2,216.03,0.28,0.0333,4790.9738
1752173811.8682044,1,219.32,2.28,0.1389,1,226.39,0.66,0.0417,1,224.81,8.9,0.5556,2,228.01,6.58,0.8333,4,214.48,0.09,0.0222,3,226.26,0.22,0.0417,5,214.78,0.05,0.0139,1,216.39,0.46,0.0278,2,221.39,0.27,0.0333,4793.7544
1752173812.8783264,1,225.7,2.22,0.1389,1,214.56,0.7,0.0417,1,229.41,8.72,0.5556,2,228.15,6.57,0.8333,4,221.7,0.09,0.0222,3,221.89,0.23,0.0417,5,216.04,0.05,0.0139,1,224.12,0.45,0.0278,2,225.74,0.27,0.0333,4796.535
